STABBR,COSTT4_A,ADM_RATE,UNITID,CONTROL,Year,STABBR_2,COSTT4_A_2,ADM_RATE_2,CONTROL_2,Year_2,STABBR_3,COSTT4_A_3,ADM_RATE_3,CONTROL_3,Year_3,STABBR_4,COSTT4_A_4,ADM_RATE_4,CONTROL_4,Year_4,STABBR_5,COSTT4_A_5,ADM_RATE_5,CONTROL_5,Year_5,STABBR_6,COSTT4_A_6,ADM_RATE_6,CONTROL_6,Year_6,STABBR_7,COSTT4_A_7,ADM_RATE_7,CONTROL_7,Year_7,STABBR_8,COSTT4_A_8,ADM_RATE_8,CONTROL_8,Year_8,STABBR_9,COSTT4_A_9,ADM_RATE_9,CONTROL_9,Year_9,STABBR_10,COSTT4_A_10,ADM_RATE_10,CONTROL_10,Year_10,STABBR_11,COSTT4_A_11,ADM_RATE_11,CONTROL_11,Year_11,STABBR_12,COSTT4_A_12,ADM_RATE_12,CONTROL_12,Year_12,STABBR_13,COSTT4_A_13,ADM_RATE_13,CONTROL_13,Year_13,STABBR_14,COSTT4_A_14,ADM_RATE_14,CONTROL_14,Year_14,STABBR_15,COSTT4_A_15,ADM_RATE_15,CONTROL_15,Year_15,STABBR_16,COSTT4_A_16,ADM_RATE_16,CONTROL_16,Year_16,STABBR_17,COSTT4_A_17,ADM_RATE_17,CONTROL_17,Year_17,STABBR_18,COSTT4_A_18,ADM_RATE_18,CONTROL_18,Year_18,STABBR_19,COSTT4_A_19,ADM_RATE_19,CONTROL_19,Year_19,STABBR_20,COSTT4_A_20,ADM_RATE_20,CONTROL_20,Year_20,STABBR_21,COSTT4_A_21,ADM_RATE_21,CONTROL_21,Year_21,STABBR_22,COSTT4_A_22,ADM_RATE_22,CONTROL_22,Year_22,STABBR_23,COSTT4_A_23,ADM_RATE_23,CONTROL_23,Year_23,STABBR_24,COSTT4_A_24,ADM_RATE_24,CONTROL_24,Year_24,STABBR_25,COSTT4_A_25,ADM_RATE_25,CONTROL_25,Year_25,STABBR_26,COSTT4_A_26,ADM_RATE_26,CONTROL_26,Year_26,STABBR_27,COSTT4_A_27,ADM_RATE_27,CONTROL_27,Year_27
AR,,,106245,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.351,1.0,2001.0,AR,,0.9739,1.0,2002.0,AR,,0.303,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,19863.0,,1.0,2009.0,AR,16637.0,0.8731,1.0,2010.0,AR,16990.0,0.9624,1.0,2011.0,AR,18991.0,0.9946,1.0,2012.0,AR,19894.0,0.5274,1.0,2013.0,AR,22521.0,0.5928,1.0,2014.0,AR,20714.0,0.8983,1.0,2015.0,AR,21392.0,0.8983,1.0,2016.0,AR,21377.0,0.7463,1.0,2017.0,AR,21301.0,0.7933,1.0,2018.0,AR,21590.0,0.6582,1.0,2019.0,AR,20416.0,0.5604,1.0,2020.0,AR,20260.0,0.5769,1.0,2021.0,AR,21300.0,0.6146,1.0,2022.0
AR,,,106263,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,,,1.0,2009.0,AR,,,1.0,2010.0,AR,,,1.0,2011.0,AR,,,1.0,2012.0,AR,,,1.0,2013.0,AR,,,1.0,2014.0,AR,,,1.0,2015.0,AR,,,1.0,2016.0,AR,,,1.0,2017.0,AR,,,1.0,2018.0,AR,,,1.0,2019.0,AR,,,1.0,2020.0,AR,,,1.0,2021.0,AR,,,1.0,2022.0
AR,,,106397,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.9014,1.0,2001.0,AR,,0.8611,1.0,2002.0,AR,,0.8488,1.0,2003.0,AR,,0.7848,1.0,2004.0,AR,,0.8745,1.0,2005.0,AR,,0.6834,1.0,2006.0,AR,,0.6179,1.0,2007.0,AR,,0.5766,1.0,2008.0,AR,18461.0,0.5609,1.0,2009.0,AR,16894.0,0.604,1.0,2010.0,AR,18064.0,0.609,1.0,2011.0,AR,19036.0,0.6347,1.0,2012.0,AR,19917.0,0.5858,1.0,2013.0,AR,20350.0,0.6204,1.0,2014.0,AR,21288.0,0.6006,1.0,2015.0,AR,21817.0,0.632,1.0,2016.0,AR,22122.0,0.6596,1.0,2017.0,AR,22750.0,0.7747,1.0,2018.0,AR,23390.0,0.7709,1.0,2019.0,AR,23997.0,0.7767,1.0,2020.0,AR,23843.0,0.8267,1.0,2021.0,AR,24611.0,0.7893,1.0,2022.0
AR,,,106412,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.7186,1.0,2001.0,AR,,0.7192,1.0,2002.0,AR,,0.7041,1.0,2003.0,AR,,0.6388,1.0,2004.0,AR,,0.8854,1.0,2005.0,AR,,0.6348,1.0,2006.0,AR,,0.6427,1.0,2007.0,AR,,0.5837,1.0,2008.0,AR,14478.0,0.3272,1.0,2009.0,AR,14837.0,0.3017,1.0,2010.0,AR,15579.0,0.2937,1.0,2011.0,AR,15952.0,0.3278,1.0,2012.0,AR,15414.0,0.277,1.0,2013.0,AR,15409.0,0.3868,1.0,2014.0,AR,15994.0,0.4616,1.0,2015.0,AR,16319.0,0.4193,1.0,2016.0,AR,16264.0,0.4669,1.0,2017.0,AR,17689.0,0.4435,1.0,2018.0,AR,19108.0,0.4394,1.0,2019.0,AR,19541.0,0.5966,1.0,2020.0,AR,18904.0,0.6753,1.0,2021.0,AR,19968.0,0.6933,1.0,2022.0
AR,,,106449,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,10051.0,,1.0,2009.0,AR,9979.0,,1.0,2010.0,AR,10114.0,,1.0,2011.0,AR,11840.0,,1.0,2012.0,AR,11558.0,,1.0,2013.0,AR,12278.0,,1.0,2014.0,AR,12460.0,,1.0,2015.0,AR,12633.0,,1.0,2016.0,AR,13260.0,,1.0,2017.0,AR,12491.0,,1.0,2018.0,AR,14111.0,,1.0,2019.0,AR,14699.0,,1.0,2020.0,AR,15021.0,,1.0,2021.0,AR,15851.0,,1.0,2022.0
AR,,,106458,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.8179,1.0,2001.0,AR,,0.7265,1.0,2002.0,AR,,0.6603,1.0,2003.0,AR,,0.6399,1.0,2004.0,AR,,0.6476,1.0,2005.0,AR,,0.7388,1.0,2006.0,AR,,0.7984,1.0,2007.0,AR,,0.7804,1.0,2008.0,AR,16351.0,0.7703,1.0,2009.0,AR,17033.0,0.6755,1.0,2010.0,AR,17770.0,0.6325,1.0,2011.0,AR,18346.0,0.7056,1.0,2012.0,AR,18809.0,0.7551,1.0,2013.0,AR,19359.0,0.7239,1.0,2014.0,AR,20349.0,0.7024,1.0,2015.0,AR,20872.0,0.704,1.0,2016.0,AR,20952.0,0.6602,1.0,2017.0,AR,21375.0,0.7721,1.0,2018.0,AR,21756.0,0.7991,1.0,2019.0,AR,23009.0,0.6719,1.0,2020.0,AR,21752.0,0.6329,1.0,2021.0,AR,21176.0,0.6951,1.0,2022.0
AR,,,106467,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.5244,1.0,2001.0,AR,,0.5188,1.0,2002.0,AR,,0.542,1.0,2003.0,AR,,0.5313,1.0,2004.0,AR,,0.4837,1.0,2005.0,AR,,0.4443,1.0,2006.0,AR,,0.9103,1.0,2007.0,AR,,0.9233,1.0,2008.0,AR,13853.0,0.9367,1.0,2009.0,AR,14518.0,0.9089,1.0,2010.0,AR,15361.0,0.9035,1.0,2011.0,AR,15739.0,0.88,1.0,2012.0,AR,16126.0,0.8503,1.0,2013.0,AR,16518.0,0.8626,1.0,2014.0,AR,17260.0,0.8911,1.0,2015.0,AR,17731.0,0.6391,1.0,2016.0,AR,18143.0,0.9475,1.0,2017.0,AR,18627.0,0.9024,1.0,2018.0,AR,18358.0,0.9474,1.0,2019.0,AR,19361.0,0.9766,1.0,2020.0,AR,19857.0,0.9437,1.0,2021.0,AR,20919.0,0.9439,1.0,2022.0
AR,,,106485,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,12507.0,,1.0,2009.0,AR,13121.0,,1.0,2010.0,AR,14827.0,,1.0,2011.0,AR,16091.0,,1.0,2012.0,AR,16255.0,,1.0,2013.0,AR,16071.0,,1.0,2014.0,AR,16691.0,,1.0,2015.0,AR,16881.0,,1.0,2016.0,AR,17690.0,,1.0,2017.0,AR,17653.0,,1.0,2018.0,AR,17957.0,,1.0,2019.0,AR,18822.0,,1.0,2020.0,AR,19028.0,,1.0,2021.0,AR,19068.0,,1.0,2022.0
AR,,,106625,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,8792.0,,1.0,2009.0,AR,9820.0,,1.0,2010.0,AR,13097.0,,1.0,2011.0,AR,13343.0,,1.0,2012.0,AR,11401.0,,1.0,2013.0,AR,11865.0,,1.0,2014.0,AR,12005.0,,1.0,2015.0,AR,12104.0,,1.0,2016.0,AR,12519.0,,1.0,2017.0,AR,12045.0,,1.0,2018.0,AR,12385.0,,1.0,2019.0,AR,12970.0,,1.0,2020.0,AR,13317.0,,1.0,2021.0,AR,13691.0,,1.0,2022.0
AR,,,106704,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.6684,1.0,2001.0,AR,,0.678,1.0,2002.0,AR,,0.7036,1.0,2003.0,AR,,0.684,1.0,2004.0,AR,,0.6803,1.0,2005.0,AR,,0.5485,1.0,2006.0,AR,,0.5423,1.0,2007.0,AR,,0.4863,1.0,2008.0,AR,17705.0,0.5804,1.0,2009.0,AR,17928.0,0.9409,1.0,2010.0,AR,18333.0,0.9093,1.0,2011.0,AR,17990.0,0.9291,1.0,2012.0,AR,17899.0,0.8997,1.0,2013.0,AR,18354.0,0.9426,1.0,2014.0,AR,19686.0,0.9218,1.0,2015.0,AR,20052.0,0.8978,1.0,2016.0,AR,20702.0,0.8995,1.0,2017.0,AR,21350.0,0.911,1.0,2018.0,AR,22041.0,0.9042,1.0,2019.0,AR,23185.0,0.9378,1.0,2020.0,AR,21408.0,0.9237,1.0,2021.0,AR,23167.0,0.9121,1.0,2022.0
AR,,,106795,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,10935.0,,1.0,2009.0,AR,10920.0,,1.0,2010.0,AR,10824.0,,1.0,2011.0,AR,11799.0,,1.0,2012.0,AR,11753.0,,1.0,2013.0,AR,11917.0,,1.0,2014.0,AR,11415.0,,1.0,2015.0,AR,10994.0,,1.0,2016.0,AR,10186.0,,1.0,2017.0,AR,10512.0,,1.0,2018.0,AR,10928.0,,1.0,2019.0,AR,11154.0,,1.0,2020.0,AR,11803.0,,1.0,2021.0,AR,11376.0,,1.0,2022.0
AR,,,106883,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,7090.0,,1.0,2009.0,AR,8448.0,,1.0,2010.0,AR,8527.0,,1.0,2011.0,AR,9211.0,,1.0,2012.0,AR,8767.0,,1.0,2013.0,AR,9084.0,,1.0,2014.0,AR,9284.0,,1.0,2015.0,AR,10414.0,,1.0,2016.0,AR,10806.0,,1.0,2017.0,AR,11372.0,,1.0,2018.0,AR,12313.0,,1.0,2019.0,AR,12762.0,,1.0,2020.0,AR,13211.0,,1.0,2021.0,AR,13976.0,,1.0,2022.0
AR,,,106980,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,15860.0,,1.0,2009.0,AR,14079.0,,1.0,2010.0,AR,13544.0,,1.0,2011.0,AR,13833.0,,1.0,2012.0,AR,13836.0,,1.0,2013.0,AR,13433.0,,1.0,2014.0,AR,13067.0,,1.0,2015.0,AR,12268.0,,1.0,2016.0,AR,13301.0,,1.0,2017.0,AR,13072.0,,1.0,2018.0,AR,14391.0,,1.0,2019.0,AR,14685.0,,1.0,2020.0,AR,14109.0,,1.0,2021.0,AR,13759.0,,1.0,2022.0
AR,,,106999,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,8068.0,,1.0,2009.0,AR,10610.0,,1.0,2010.0,AR,12636.0,,1.0,2011.0,AR,10372.0,,1.0,2012.0,AR,7631.0,,1.0,2013.0,AR,8037.0,,1.0,2014.0,AR,7914.0,,1.0,2015.0,AR,10819.0,,1.0,2016.0,AR,11681.0,,1.0,2017.0,AR,12896.0,,1.0,2018.0,AR,12668.0,,1.0,2019.0,AR,13911.0,,1.0,2020.0,AR,14176.0,,1.0,2021.0,AR,14375.0,,1.0,2022.0
AR,,,107071,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,0.7044,1.0,2001.0,AR,,0.6871,1.0,2002.0,AR,,0.752,1.0,2003.0,AR,,0.6331,1.0,2004.0,AR,,0.6127,1.0,2005.0,AR,,0.597,1.0,2006.0,AR,,0.5997,1.0,2007.0,AR,,0.6577,1.0,2008.0,AR,14629.0,0.313,1.0,2009.0,AR,16702.0,0.6258,1.0,2010.0,AR,17175.0,0.5889,1.0,2011.0,AR,17525.0,0.6148,1.0,2012.0,AR,18033.0,0.6221,1.0,2013.0,AR,18679.0,0.6278,1.0,2014.0,AR,19037.0,0.6334,1.0,2015.0,AR,20331.0,0.6611,1.0,2016.0,AR,20913.0,0.7968,1.0,2017.0,AR,20572.0,0.9055,1.0,2018.0,AR,20560.0,0.7564,1.0,2019.0,AR,23005.0,0.749,1.0,2020.0,AR,25533.0,0.7501,1.0,2021.0,AR,26032.0,0.7066,1.0,2022.0
AR,,,107318,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,9322.0,,1.0,2009.0,AR,10306.0,,1.0,2010.0,AR,10126.0,,1.0,2011.0,AR,15361.0,,1.0,2012.0,AR,13105.0,,1.0,2013.0,AR,14258.0,,1.0,2014.0,AR,12056.0,,1.0,2015.0,AR,14894.0,,1.0,2016.0,AR,14830.0,,1.0,2017.0,AR,14384.0,,1.0,2018.0,AR,12469.0,,1.0,2019.0,AR,13473.0,,1.0,2020.0,AR,15083.0,,1.0,2021.0,AR,15906.0,,1.0,2022.0
AR,,,107327,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,10918.0,,1.0,2009.0,AR,13267.0,,1.0,2010.0,AR,12672.0,,1.0,2011.0,AR,12116.0,,1.0,2012.0,AR,12538.0,,1.0,2013.0,AR,13646.0,,1.0,2014.0,AR,9990.0,,1.0,2015.0,AR,10421.0,,1.0,2016.0,AR,11124.0,,1.0,2017.0,AR,10480.0,,1.0,2018.0,AR,10586.0,,1.0,2019.0,AR,10173.0,,1.0,2020.0,AR,10511.0,,1.0,2021.0,AR,10453.0,,1.0,2022.0
AR,,,107460,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,9159.0,,1.0,2009.0,AR,9919.0,,1.0,2010.0,AR,11292.0,,1.0,2011.0,AR,10771.0,,1.0,2012.0,AR,9463.0,,1.0,2013.0,AR,9482.0,,1.0,2014.0,AR,9872.0,,1.0,2015.0,AR,9655.0,,1.0,2016.0,AR,9853.0,,1.0,2017.0,AR,10089.0,,1.0,2018.0,AR,9962.0,,1.0,2019.0,AR,11751.0,,1.0,2020.0,AR,15648.0,,1.0,2021.0,AR,13786.0,,1.0,2022.0
AR,,,107488,1.0,1996.0,AR,,,1.0,1997.0,AR,,,1.0,1998.0,AR,,,1.0,1999.0,AR,,,1.0,2000.0,AR,,,1.0,2001.0,AR,,,1.0,2002.0,AR,,,1.0,2003.0,AR,,,1.0,2004.0,AR,,,1.0,2005.0,AR,,,1.0,2006.0,AR,,,1.0,2007.0,AR,,,1.0,2008.0,AR,8416.0,,1.0,2009.0,AR,8580.0,,1.0,2010.0,AR,8739.0,,1.0,2011.0,AR,8881.0,,1.0,2012.0,AR,8855.0,,1.0,2013.0,AR,8533.0,,1.0,2014.0,AR,11731.0,,1.0,2015.0,AR,8331.0,,1.0,2016.0,AR,8151.0,,1.0,2017.0,AR,8201.0,,1.0,2018.0,AR,8343.0,,1.0,2019.0,AR,18248.0,,1.0,2020.0,AR,16765.0,,1.0,2021.0,AR,11129.0,,1.0,2022.0
